,FIRE_NAME,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,GIS_ACRES,COMPLEX_NAME,Shape__Area,Shape__Length
192,BREWER,2023-07-11 00:00:00+00:00,2023/07/11 00:00:00+00,14.0,1.0,11.63,,72340.890625,1438.59412432952
193,BAKER,2023-07-11 00:00:00+00:00,2023/07/11 00:00:00+00,14.0,1.0,3.72376,,22675.671875,1174.85848737343
194,LIBERTY,2023-07-11 00:00:00+00:00,2023/07/12 00:00:00+00,14.0,1.0,70.979,,466456.0078125,5106.93652582734
195,COTTON,2023-07-11 00:00:00+00:00,2023/07/14 00:00:00+00,9.0,6.0,23.56014,,149300.57421875,2063.39348645057
196,VISTA,2023-07-10 00:00:00+00:00,2023/07/11 00:00:00+00,14.0,6.0,25.90652,,155243.765625,1782.72358961969
197,VINEYARD,2023-07-09 00:00:00+00:00,2023/07/10 00:00:00+00,14.0,1.0,391.3749,,2412533.5546875,10733.8123075036
198,BRIDGE,2023-07-07 00:00:00+00:00,2023/07/07 00:00:00+00,10.0,1.0,30.3938,,192113.9765625,1855.00598532389
199,DISTRICT,2023-07-07 00:00:00+00:00,2023/07/12 00:00:00+00,14.0,2.0,1043.665,,6292144.94140625,12913.9059085782
200,VILLANOVA,2023-07-05 00:00:00+00:00,2023/07/06 00:00:00+00,14.0,1.0,13.01236,,77596.91015625,1574.08464907446
201,TREE,2023-07-04 00:00:00+00:00,2023/07/04 00:00:00+00,14.0,1.0,6.170191,,37428.29296875,1100.11406446195
202,RIVER,2023-07-04 00:00:00+00:00,2023/07/04 00:00:00+00,9.0,1.0,3.312726,,22628.234375,819.961509546538
203,LANE,2023-07-04 00:00:00+00:00,2023/07/04 00:00:00+00,14.0,6.0,23.00138,,140823.328125,2772.24003082215
204,SOUTH 2,2023-07-03 00:00:00+00:00,2023/07/03 00:00:00+00,14.0,1.0,9.613276,,67641.21484375,1438.10278837926
205,WHISKEY,2023-07-03 00:00:00+00:00,2023/07/03 00:00:00+00,2.0,1.0,83.0,,528590.0625,3723.28800078224
206,PARK,2023-07-03 00:00:00+00:00,2023/07/03 00:00:00+00,10.0,1.0,0.06657419,,414.765625,76.7878100644667
207,STINE,2023-07-03 00:00:00+00:00,2023/07/03 00:00:00+00,14.0,1.0,8.326042,,48661.33203125,1129.03202684381
208,ROUND,2023-07-03 00:00:00+00:00,2023/07/03 00:00:00+00,14.0,1.0,536.0197,,3290774.2578125,11616.3652403161
209,CANYON,2023-07-02 00:00:00+00:00,2023/07/03 00:00:00+00,14.0,1.0,9.05986,,54912.9453125,1875.04816244704
210,MULE,2023-07-02 00:00:00+00:00,2023/07/03 00:00:00+00,14.0,1.0,5.702603,,40440.6796875,1171.61566397352
211,GANN,2023-07-02 00:00:00+00:00,2023/07/02 00:00:00+00,14.0,1.0,106.0,,689467.51953125,5341.28042082055
212,JACKSON,2023-07-01 00:00:00+00:00,2023/07/02 00:00:00+00,2.0,1.0,27.81446,,183028.5,2697.58742917456
213,TRUCK,2023-06-30 00:00:00+00:00,2023/07/01 00:00:00+00,14.0,1.0,17.15697,,103697.05078125,2221.2211032266
214,CHAMPAGNE,2023-06-30 00:00:00+00:00,2023/06/30 00:00:00+00,11.0,1.0,107.8487,,651052.49609375,4648.68537232396
215,PIKA,2023-06-29 00:00:00+00:00,2023/08/15 00:00:00+00,1.0,3.0,841.0,,5451324.8984375,16477.8443716639
216,BOULDER,2023-06-28 00:00:00+00:00,2023/06/28 00:00:00+00,11.0,1.0,70.79186,,431352.00390625,3756.05651986448
217,CRANE,2023-06-27 00:00:00+00:00,2023/06/27 00:00:00+00,2.0,1.0,23.8874,,147926.99609375,2307.82862964882
218,WATER,2023-06-27 00:00:00+00:00,2023/06/27 00:00:00+00,14.0,1.0,7.961721,,48856.96875,1201.87791796314
219,POST,2023-06-27 00:00:00+00:00,2023/06/27 00:00:00+00,14.0,1.0,5.966745,,36596.77734375,1362.92193236612
220,GRADE,2023-06-24 00:00:00+00:00,2023/06/25 00:00:00+00,9.0,7.0,228.4782,,1381892.4296875,12754.6730565726
221,LAST,2023-06-24 00:00:00+00:00,2023/06/24 00:00:00+00,14.0,1.0,3.334712,,20361.14453125,646.584897570341
222,FAMOSO,2023-06-23 00:00:00+00:00,2023/06/23 00:00:00+00,14.0,1.0,6.419109,,39402.58203125,773.845044652949
223,PEOIRA,2023-06-23 00:00:00+00:00,2023/06/23 00:00:00+00,14.0,1.0,58.00984,,392011.09375,2779.40065569763
224,BORDER 14,2023-06-21 00:00:00+00:00,2023/06/22 00:00:00+00,14.0,6.0,61.07,,346823.5234375,3925.77136783633
225,VIRGINIA,2023-06-21 00:00:00+00:00,2023/06/21 00:00:00+00,4.0,1.0,10.07201,,68524.96875,1209.30553410994
226,TANK,2023-06-20 00:00:00+00:00,2023/06/21 00:00:00+00,14.0,1.0,5.777378,,35535.09375,1446.9448978274
227,BORDER 13,2023-06-20 00:00:00+00:00,2023/06/20 00:00:00+00,14.0,6.0,17.95,,1123003.90234375,7290.32580898211
228,WHIPPLE,2023-06-20 00:00:00+00:00,2023/06/20 00:00:00+00,4.0,4.0,26.82465,,172802.55859375,3060.63225261943
229,WILDCAT 2,2023-06-20 00:00:00+00:00,2023/06/21 00:00:00+00,14.0,1.0,12.2,,70128.078125,1661.04043872603
230,BLACKWOOD,2023-06-20 00:00:00+00:00,2023/06/21 00:00:00+00,14.0,1.0,37.4,,214332.078125,3972.24847104523
231,CLAY,2023-06-18 00:00:00+00:00,2023/06/18 00:00:00+00,14.0,1.0,28.63791,,188516.984375,1941.50983446427
232,WILDCAT,2023-06-17 00:00:00+00:00,2023/06/27 00:00:00+00,1.0,6.0,46.6567,,295928.0234375,3660.86652070671
233,WHITWORTH,2023-06-17 00:00:00+00:00,2023/06/17 00:00:00+00,5.0,1.0,5.729125,,41407.83984375,1247.16603398886
234,VALLEY,2023-06-17 00:00:00+00:00,2023/06/23 00:00:00+00,1.0,1.0,28.64047,,174526.15625,4156.4985940205
235,NEAL,2023-06-16 00:00:00+00:00,2023/06/16 00:00:00+00,2.0,1.0,2.214254,,13574.5,469.62829786856
236,SNELL,2023-06-16 00:00:00+00:00,2023/06/16 00:00:00+00,7.0,1.0,97.11945,,646290.57421875,4809.99465826304
237,BONE,2023-06-16 00:00:00+00:00,2023/07/18 00:00:00+00,14.0,5.0,1180.618,,7716500.45703125,20201.0479820502
238,PINE,2023-06-15 00:00:00+00:00,2023/06/15 00:00:00+00,2.0,1.0,11.91801,,83320.984375,1388.85090723164
239,SCOTT,2023-06-15 00:00:00+00:00,2023/06/15 00:00:00+00,14.0,1.0,94.27705,,729429.28515625,4916.56253133477
240,ELK,2023-06-13 00:00:00+00:00,2023/06/13 00:00:00+00,11.0,1.0,5.666053,,34513.80078125,1180.02780027584
241,ESTRELLA,2023-06-10 00:00:00+00:00,2023/06/10 00:00:00+00,3.0,1.0,1.184759,,7278.50390625,386.276613674756
242,GEOLOGY,2023-06-10 00:00:00+00:00,2023/06/18 00:00:00+00,10.0,3.0,1033.308,,6086124.55078125,15544.8390359539
243,ERIC,2023-06-09 00:00:00+00:00,2023/06/09 00:00:00+00,14.0,1.0,44.0,,297833.75,3808.76400735729
244,RODEO,2023-06-09 00:00:00+00:00,2023/06/10 00:00:00+00,7.0,1.0,20.1026,,124507.4765625,1543.88631915266
245,GEORGE,2023-06-08 00:00:00+00:00,2023/06/08 00:00:00+00,10.0,1.0,25.7406,,162906.51953125,2143.02682494769
246,LITTLE,2023-06-08 00:00:00+00:00,2023/06/08 00:00:00+00,5.0,1.0,59.26785,,363380.9921875,3161.21385528543
247,MONTE,2023-06-06 00:00:00+00:00,2023/06/07 00:00:00+00,14.0,1.0,5.489922,,39466.578125,1768.08851140458
248,PENTLAND,2023-06-05 00:00:00+00:00,2023/06/06 00:00:00+00,14.0,1.0,83.47556,,504927.51171875,4146.01597875623
249,POINT,2023-06-04 00:00:00+00:00,2023/06/04 00:00:00+00,2.0,1.0,4.915308,,29805.7109375,907.303007096636
250,MINERAL,2023-06-04 00:00:00+00:00,2023/06/04 00:00:00+00,14.0,1.0,10.07988,,60945.984375,1400.0261586346
251,PANOCHE,2023-06-03 00:00:00+00:00,2023/06/03 00:00:00+00,9.0,1.0,67.26041,,424802.3203125,3601.69560048826
252,JARDINE,2023-06-03 00:00:00+00:00,2023/06/03 00:00:00+00,2.0,1.0,1.171606,,7202.01171875,343.132091643185
253,KAISER,2023-06-02 00:00:00+00:00,2023/06/02 00:00:00+00,5.0,1.0,13.60238,,93455.87890625,1285.51454971661
254,ROCK,2023-06-01 00:00:00+00:00,2023/06/01 00:00:00+00,2.0,1.0,3.37118,,20769.66015625,606.999561211191
255,ORANGE,2023-06-01 00:00:00+00:00,2023/06/02 00:00:00+00,2.0,1.0,108.165,,677867.484375,5071.8883754557
256,CORCORAN,2023-05-30 00:00:00+00:00,2023/05/30 00:00:00+00,10.0,4.0,2.545945,,15670.00390625,2808.00099407135
257,SICARD,2023-05-30 00:00:00+00:00,2023/05/30 00:00:00+00,11.0,1.0,13.73,,91543.4140625,1820.06844997656
258,PISTOL,2023-05-30 00:00:00+00:00,2023/05/30 00:00:00+00,9.0,1.0,127.146,,806019.46875,4915.52610949242
259,KERTO,2023-05-28 00:00:00+00:00,2023/05/28 00:00:00+00,14.0,4.0,13.71699,,83084.6796875,1718.06972524633
260,HORN,2023-05-28 00:00:00+00:00,2023/05/28 00:00:00+00,14.0,7.0,14.80223,,89621.67578125,2073.53921669213
261,GOLF,2023-05-26 00:00:00+00:00,2023/05/26 00:00:00+00,14.0,7.0,15.10045,,91857.28515625,1790.43480412345
262,JESS,2023-05-24 00:00:00+00:00,2023/05/26 00:00:00+00,14.0,7.0,56.06239,,401150.5234375,5383.56543388737
263,STODDARD,2023-05-24 00:00:00+00:00,2023/05/27 00:00:00+00,14.0,6.0,81.68464,,490680.34765625,6520.46549351246
264,RAMONA,2023-05-22 00:00:00+00:00,2023/05/26 00:00:00+00,2.0,1.0,337.9316,,1986003.47265625,7664.10111785175
265,TOLL,2023-05-22 00:00:00+00:00,2023/05/22 00:00:00+00,14.0,1.0,6.860587,,41750.76171875,1105.91052052054
266,JANES,2023-05-22 00:00:00+00:00,2023/05/23 00:00:00+00,14.0,8.0,8.502274,,62117.34375,1985.06995489545
267,ELK,2023-05-21 00:00:00+00:00,2023/05/21 00:00:00+00,14.0,1.0,9.687215,,58624.11328125,1374.36226100426
268,JOHNSON,2023-05-20 00:00:00+00:00,2023/05/21 00:00:00+00,14.0,1.0,37.28043,,217341.49609375,2617.17291736548
269,GIFFORD,2023-05-19 00:00:00+00:00,2023/05/20 00:00:00+00,14.0,3.0,48.99358,,296880.8359375,2127.61087413387
270,POND,2023-05-18 00:00:00+00:00,2023/05/18 00:00:00+00,14.0,7.0,6.763345,,44627.17578125,1060.99837142796
271,66,2023-05-15 00:00:00+00:00,2023/05/17 00:00:00+00,14.0,1.0,127.0, ,731642.03515625,5497.280080166
272,ARROW,2023-05-15 00:00:00+00:00,2023/05/15 00:00:00+00,10.0,1.0,121.1558,,737669.10546875,3572.01409834709
273,LAVENDER ,2023-05-14 00:00:00+00:00,2023/05/14 00:00:00+00,2.0,1.0,14.74279,,90465.5625,1800.28339730919
274,BITTER,2023-05-12 00:00:00+00:00,2023/05/12 00:00:00+00,14.0,1.0,225.6406,,1383222.34765625,5326.45543821856
275,FANO,2023-05-11 00:00:00+00:00,2023/05/11 00:00:00+00,14.0,6.0,3.00047,,46223.17578125,1389.53120265833
276,LAZY,2023-05-10 00:00:00+00:00,2023/05/10 00:00:00+00,14.0,1.0,3.267727,,19948.7890625,742.667896509371
277,ADOBE,2023-05-03 00:00:00+00:00,2023/05/03 00:00:00+00,14.0,1.0,5.948729,,36450.41796875,1312.57107632531
278,HOSTLY,2023-05-01 00:00:00+00:00,2023/05/01 00:00:00+00,11.0,1.0,83.71268,,512475.94921875,3523.40996548146
279,NOB,2023-04-26 00:00:00+00:00,2023/05/11 00:00:00+00,14.0,5.0,226.9751,,1348920.48046875,5930.42818836032
280,Laguna,2023-04-20 00:00:00+00:00,2023/04/22 00:00:00+00,14.0,6.0,19.89741,,114327.46484375,2617.93953495502
281,IMVITE,2023-04-17 00:00:00+00:00,2023/04/22 00:00:00+00,10.0,7.0,62.93432,,394267.3203125,6353.72908639242
282,MAIN,2023-04-06 00:00:00+00:00,2023/04/06 00:00:00+00,11.0,1.0,54.54718,,350211.78515625,2757.57893534511
283,Winterhaven,2023-03-11 00:00:00+00:00,2023/03/12 00:00:00+00,14.0,8.0,15.25318,,87511.7265625,1408.50473883927
284,LYNN,2022-11-17 00:00:00+00:00,2022/11/17 00:00:00+00,14.0,1.0,5.761822,,34135.40625,955.768274115015
285,WILLOW 9,2022-11-16 00:00:00+00:00,2022/11/17 00:00:00+00,15.0,4.0,8.228877,,47217.6171875,1167.50221572922
286,PROVENZA,2022-11-13 00:00:00+00:00,2022/11/16 00:00:00+00,5.0,1.0,7.863962,,52880.96484375,1597.36779782314
287,WALL,2022-11-07 00:00:00+00:00,2022/11/07 00:00:00+00,2.0,1.0,13.76263,,93533.23828125,1345.80384146814
288,RUN,2022-10-29 00:00:00+00:00,2022/11/02 00:00:00+00,2.0,1.0,11.89783,,80003.921875,1165.61204287325
289,RIVER,2022-10-25 00:00:00+00:00,2022/10/25 00:00:00+00,4.0,7.0,98.25912,,634321.265625,6145.23827956111
290,PLEASANT,2022-10-23 00:00:00+00:00,2022/10/24 00:00:00+00,10.0,3.0,49.56956,,318312.8359375,2329.83284292641
291,POWER,2022-10-23 00:00:00+00:00,2022/10/26 00:00:00+00,11.0,1.0,21.0131,,138458.44140625,2004.5852457232
292,PYRAMID,2022-10-21 00:00:00+00:00,2022/10/22 00:00:00+00,10.0,7.0,6.758175,,40658.81640625,946.095224887192
293,WILLOW 8,2022-10-20 00:00:00+00:00,2022/10/20 00:00:00+00,14.0,1.0,1.318015,,7560.44140625,532.615906243617
294,SYLVANDALE,2022-10-20 00:00:00+00:00,2022/10/20 00:00:00+00,14.0,1.0,21.17796,,146996.171875,2062.32492718301
295,SPLAWN,2022-10-19 00:00:00+00:00,2022/10/19 00:00:00+00,14.0,1.0,7.118451,,50963.953125,1493.93231244436
296,WATT,2022-10-15 00:00:00+00:00,2022/10/21 00:00:00+00,11.0,1.0,42.42685,,282640.80859375,2502.24992540372
297,BIG BAR,2022-10-12 00:00:00+00:00,2022/10/23 00:00:00+00,14.0,7.0,11.87628,,85110.08203125,1256.73268485189
298,CHIMNEY,2022-10-09 00:00:00+00:00,2022/10/10 00:00:00+00,14.0,6.0,3.574984,,22043.13671875,1157.03017285083
299,VALE,2022-10-08 00:00:00+00:00,2022/10/08 00:00:00+00,2.0,1.0,27.99138,,190517.19140625,1766.29123922162
300,HOWARD 2,2022-10-08 00:00:00+00:00,2022/10/10 00:00:00+00,9.0,2.0,74.61489,,446285.13671875,3865.43863760535
301,HOBBY,2022-10-06 00:00:00+00:00,2022/10/06 00:00:00+00,14.0,1.0,12.32455,,86329.5078125,1422.4337992941
302,NELSON,2022-10-05 00:00:00+00:00,2022/10/05 00:00:00+00,2.0,1.0,60.11403,,409988.5234375,2653.02710648333
303,AGUAJITO,2022-10-02 00:00:00+00:00,2022/10/03 00:00:00+00,11.0,1.0,5.257333,,33052.73046875,828.981500906089
304,OAKWILDE,2022-10-01 00:00:00+00:00,2022/10/02 00:00:00+00,10.0,7.0,2.106468,,12509.70703125,621.934847321627
305,97,2022-09-27 00:00:00+00:00,2022/09/29 00:00:00+00,14.0,5.0,30.08391,,217193.13671875,3259.88098364302
306,CASNER,2022-09-27 00:00:00+00:00,2022/09/29 00:00:00+00,2.0,3.0,178.2691,,1030379.66015625,5348.0797555212
307,PIGEON,2022-09-26 00:00:00+00:00,2022/09/26 00:00:00+00,9.0,1.0,14.82357,,94697.49609375,1702.78943665342
308,EDISON,2022-09-25 00:00:00+00:00,2022/09/25 00:00:00+00,14.0,1.0,13.66138,,83204.01953125,1234.88533008292
309,LOBO,2022-09-24 00:00:00+00:00,2022/09/25 00:00:00+00,14.0,7.0,10.79503,,63953.0078125,1397.11626360272
310,MANZANITA,2022-09-23 00:00:00+00:00,2022/09/30 00:00:00+00,9.0,6.0,26.86633,,159238.71875,2297.42128144616
311,CUMMINGS,2022-09-21 00:00:00+00:00,2022/09/21 00:00:00+00,14.0,1.0,1.312247,,7978.98828125,527.335828605154
312,GARDEN BAR,2022-09-17 00:00:00+00:00,2022/09/19 00:00:00+00,7.0,1.0,28.27837,,189716.8046875,2141.87573120487
313,NADER,2022-09-17 00:00:00+00:00,2022/09/19 00:00:00+00,10.0,1.0,16.17019,,108377.0859375,2655.5524013516
314,HAUSER,2022-09-17 00:00:00+00:00,2022/09/18 00:00:00+00,14.0,7.0,25.70823, ,147205.88671875,2607.34385463255
315,SCRAPER,2022-09-15 00:00:00+00:00,2022/09/15 00:00:00+00,14.0,1.0,6.637007,,40419.0078125,1034.74969792877
316,R-3 VINCENT,2022-09-14 00:00:00+00:00,2022/09/14 00:00:00+00,1.0,7.0,2.810175,,19788.16796875,811.310560710268
317,BENITO,2022-09-14 00:00:00+00:00,2022/09/15 00:00:00+00,14.0,7.0,89.9549,,570010.44140625,3390.52282329522
318,DUTCH,2022-09-13 00:00:00+00:00,2022/09/19 00:00:00+00,14.0,1.0,26.78517,,180704.625,3557.205389024
319,MUNZ,2022-09-13 00:00:00+00:00,2022/09/14 00:00:00+00,14.0,7.0,1.847821,,11081.2265625,461.619076099197
320,NELSON,2022-09-10 00:00:00+00:00,2022/09/10 00:00:00+00,14.0,1.0,33.07443,,225256.796875,2644.58777021358
321,SANDY,2022-09-09 00:00:00+00:00,2022/09/09 00:00:00+00,10.0,1.0,27.54214,,175909.30859375,4353.80985101064
322,TEXAS,2022-09-09 00:00:00+00:00,2022/09/10 00:00:00+00,14.0,6.0,12.91249,,89850.2578125,2061.55087958257
323,ELIZA,2022-09-09 00:00:00+00:00,2022/09/16 00:00:00+00,14.0,6.0,19.21475,,139965.5,2655.26348641279
324,FORWARD,2022-09-09 00:00:00+00:00,2022/09/22 00:00:00+00,10.0,3.0,159.9855,,1118952.5234375,6372.6832896771
325,FURY,2022-09-08 00:00:00+00:00,2022/09/08 00:00:00+00,14.0,1.0,1.715104,,9838.046875,573.35982855852
326,COYOTE,2022-09-07 00:00:00+00:00,2022/09/08 00:00:00+00,1.0,8.0,296.9517,,2166330.890625,7277.6216104655
327,MOSQUITO,2022-09-07 00:00:00+00:00,2022/10/22 00:00:00+00,9.0,3.0,76771.45,,515461760.589844,273643.950755875
328,CHESEBORO,2022-09-07 00:00:00+00:00,2022/09/08 00:00:00+00,14.0,7.0,1.093091,,6529.66015625,350.443293916413
329,FORK,2022-09-07 00:00:00+00:00,2022/09/13 00:00:00+00,10.0,3.0,818.4309,,5231771.578125,19405.3032588764
330,BARNES,2022-09-07 00:00:00+00:00,2022/11/01 00:00:00+00,1.0,7.0,5840.575,,42656929.6679688,64728.5560528281
331,POWER,2022-09-06 00:00:00+00:00,2022/09/06 00:00:00+00,10.0,1.0,133.7536,,853166.16796875,3885.72185944604
332,FAIRVIEW,2022-09-06 00:00:00+00:00,2022/09/30 00:00:00+00,14.0,1.0,28097.87,,164597174.542969,150836.612228821
333,ROSA,2022-09-06 00:00:00+00:00,2022/09/06 00:00:00+00,9.0,1.0,16.23023,,99537.95703125,1724.07338664972
334,BARRY,2022-09-06 00:00:00+00:00,2022/09/06 00:00:00+00,9.0,1.0,40.30602,,263157.0546875,2493.86424396481
335,HILL,2022-09-06 00:00:00+00:00,2022/09/15 00:00:00+00,5.0,1.0,13.28599,,89465.70703125,1485.88603763192
336,FRANKLIN,2022-09-05 00:00:00+00:00,2022/09/05 00:00:00+00,10.0,1.0,50.12971,,327300.6328125,4258.30312310426
337,RADFORD ,2022-09-05 00:00:00+00:00,2022/11/09 00:00:00+00,9.0,7.0,1079.279,,6402730.73828125,21766.9964271617
338,CAESAR,2022-09-05 00:00:00+00:00,2022/09/05 00:00:00+00,10.0,1.0,47.70462,,275637.65625,3112.51459813348
339,CANYON,2022-09-04 00:00:00+00:00,2022/09/05 00:00:00+00,14.0,1.0,17.09855,,118595.98046875,1704.67996733998
340,ASPEN,2022-09-04 00:00:00+00:00,2022/09/30 00:00:00+00,7.0,3.0,25.89259,,168280.921875,2220.34768578986
341,RANCH,2022-09-04 00:00:00+00:00,2022/09/05 00:00:00+00,14.0,1.0,62.03226,,374423.98828125,3613.00540721773
342,SANDIA,2022-09-04 00:00:00+00:00,2022/09/05 00:00:00+00,10.0,7.0,29.23103, ,170310.28125,2267.3264102055
343,MILL,2022-09-02 00:00:00+00:00,2022/09/11 00:00:00+00,14.0,7.0,3939.382, ,28423375.5351562,85721.1757998258
344,MOUNTAIN,2022-09-02 00:00:00+00:00,2022/10/02 00:00:00+00,14.0,7.0,13440.71, ,96936212.1992188,172408.593727104
345,WALKER,2022-09-01 00:00:00+00:00,2022/09/16 00:00:00+00,10.0,4.0,123.3361,,836150.68359375,6584.83691485137
346,WOODS,2022-09-01 00:00:00+00:00,2022/09/03 00:00:00+00,14.0,1.0,22.1701,,144602.87109375,2503.23819232817
347,AIRLINE,2022-09-01 00:00:00+00:00,2022/09/01 00:00:00+00,10.0,6.0,13.90262,,87705.4453125,1637.02802517771
348,ROUTE,2022-08-31 00:00:00+00:00,2022/09/07 00:00:00+00,14.0,7.0,5227.923,,31259236.4570312,32350.6960298258
349,BRANSTETTER,2022-08-31 00:00:00+00:00,2022/08/31 00:00:00+00,4.0,3.0,33.77932,,236878.12109375,2275.39158562303
350,BORDER 32,2022-08-31 00:00:00+00:00,2022/09/05 00:00:00+00,14.0,3.0,4456.34,,25487012.3867188,47412.1951916043
351,RANCH,2022-08-29 00:00:00+00:00,2022/09/04 00:00:00+00,14.0,2.0,26.31805,,189830.93359375,2197.9424261488
352,GULCH,2022-08-29 00:00:00+00:00,2022/09/11 00:00:00+00,14.0,7.0,113.4179,,672409.1328125,6612.41810657681
353,MCCOVEY,2022-08-29 00:00:00+00:00,2022/09/04 00:00:00+00,14.0,2.0,28.42003,,204958.15625,2548.34874043165
354,STILL,2022-08-27 00:00:00+00:00,2022/09/03 00:00:00+00,2.0,1.0,43.21048,,290414.66015625,2743.5569956408
355,ALTA,2022-08-25 00:00:00+00:00,2022/08/25 00:00:00+00,14.0,1.0,11.93287, ,75294.484375,1350.63132893546
356,EAST,2022-08-25 00:00:00+00:00,2022/09/11 00:00:00+00,14.0,3.0,147.6624,,876444.6484375,5256.76370804369
357,ANA,2022-08-25 00:00:00+00:00,2022/08/25 00:00:00+00,14.0,3.0,1.841502,,10971.171875,475.320945563942
358,VALLEY,2022-08-22 00:00:00+00:00,2022/09/10 00:00:00+00,14.0,7.0,188.4808,,1084171.2109375,7241.36529321779
359,OWL,2022-08-20 00:00:00+00:00,2022/08/31 00:00:00+00,10.0,1.0,49.95041,,337873.4921875,2685.55288176285
360,BORDER 31,2022-08-19 00:00:00+00:00,2022/08/20 00:00:00+00,14.0,1.0,14.64988,,83814.53125,1972.87184671667
361,RIDGE,2022-08-18 00:00:00+00:00,2022/08/19 00:00:00+00,14.0,7.0,4.834825,,28648.2421875,978.568954557221
362,KING,2022-08-17 00:00:00+00:00,2022/08/17 00:00:00+00,14.0,1.0,1.569355,,9534.0,488.24829101047
363,TIERRA,2022-08-17 00:00:00+00:00,2022/08/17 00:00:00+00,14.0,7.0,2.101613,,12569.51171875,718.012932041454
364,QUAIL,2022-08-17 00:00:00+00:00,2022/08/18 00:00:00+00,14.0,7.0,60.45229,,360946.04296875,4126.2223006563
365,BRONCO,2022-08-17 00:00:00+00:00,2022/08/22 00:00:00+00,9.0,7.0,89.57446,,531916.18359375,3281.96494666824
366,OAK,2022-08-15 00:00:00+00:00,2022/09/15 00:00:00+00,10.0,1.0,24.02003,,161420.15625,2745.58731319096
367,WISHON,2022-08-15 00:00:00+00:00,2022/08/29 00:00:00+00,14.0,3.0,317.8171,,1977380.82421875,8514.47292483156
368,EDEN,2022-08-15 00:00:00+00:00,2022/08/15 00:00:00+00,10.0,2.0,58.31763,,377637.9453125,4374.40493035568
369,MOON,2022-08-14 00:00:00+00:00,2022/08/14 00:00:00+00,14.0,1.0,1.424808,,8444.23828125,452.799309274793
370,RAIL,2022-08-14 00:00:00+00:00,2022/08/17 00:00:00+00,14.0,1.0,216.2137,,1316079.08984375,7150.05376976143
371,GEORGE,2022-08-11 00:00:00+00:00,2022/08/24 00:00:00+00,14.0,6.0,13.57013,,98586.47265625,1411.99564781505
372,PLUM,2022-08-11 00:00:00+00:00,2022/08/22 00:00:00+00,9.0,6.0,12.28059,,83405.36328125,3387.9325583904
373,SAM,2022-08-10 00:00:00+00:00,2022/08/11 00:00:00+00,14.0,7.0,125.3294,,753342.03515625,6504.56126241821
374,HURLETON,2022-08-09 00:00:00+00:00,2022/08/09 00:00:00+00,14.0,1.0,6.635188,,45155.359375,888.259253098585
375,3-8 DIXON,2022-08-08 00:00:00+00:00,2022/08/09 00:00:00+00,1.0,1.0,11.36938,,80933.24609375,2120.06531736143
376,RODGERS,2022-08-08 00:00:00+00:00,2022/11/06 00:00:00+00,1.0,3.0,2839.684,,18516447.2578125,68655.6861481746
377,COAL,2022-08-07 00:00:00+00:00,2022/08/07 00:00:00+00,7.0,1.0,16.74895,,110123.5234375,1747.65286131599
378,HUGHES,2022-08-06 00:00:00+00:00,2022/08/06 00:00:00+00,10.0,7.0,7.944128,,47749.11328125,1204.86300003396
379,CAMPBELL,2022-08-05 00:00:00+00:00,2022/09/09 00:00:00+00,14.0,3.0,30132.85,2022 SRF Lightning Complex,213957954.304688,118434.522970768
380,AMMON,2022-08-05 00:00:00+00:00,2022/09/06 00:00:00+00,14.0,3.0,11464.9,2022 SRF Lightning Complex,81126625.4179688,64551.6567668991
381,SMOKEY,2022-08-04 00:00:00+00:00,2022/08/09 00:00:00+00,14.0,6.0,33.67451,,246744.8671875,2102.00106620263
382,MCGINTY,2022-08-04 00:00:00+00:00,2022/08/07 00:00:00+00,1.0,7.0,48.1479,,351251.48046875,2750.55966283076
383,WILLOW,2022-08-04 00:00:00+00:00,2022/08/07 00:00:00+00,1.0,1.0,35.42039,,258266.18359375,2371.88002151587
384,BIGGS,2022-08-04 00:00:00+00:00,2022/08/04 00:00:00+00,2.0,1.0,15.77412,,107102.11328125,1596.77063393657
385,RED,2022-08-04 00:00:00+00:00,2022/11/06 00:00:00+00,1.0,3.0,8432.419,,54552181.0117188,125075.917279378
386,PURPLE,2022-08-04 00:00:00+00:00,2022/08/04 00:00:00+00,14.0,1.0,4.185538,,25437.5,801.314662227847
387,CAMINO,2022-08-03 00:00:00+00:00,2022/08/03 00:00:00+00,14.0,1.0,19.18303,,124655.86328125,2921.78617193272
388,SUMMIT,2022-08-03 00:00:00+00:00,2022/10/19 00:00:00+00,1.0,7.0,1394.44,,8711427.30859375,19421.3534160103
389,CURVE,2022-08-03 00:00:00+00:00,2022/08/03 00:00:00+00,14.0,1.0,7.132461,,42955.50390625,1085.23739541248
390,MARMOT,2022-08-02 00:00:00+00:00,2022/08/08 00:00:00+00,14.0,3.0,126.6029,,791809.60546875,4416.46416157426
391,EMPIRE,2022-08-01 00:00:00+00:00,2022/08/02 00:00:00+00,1.0,1.0,3.141882,,22970.37109375,1020.9574523232
392,R-1 PIT,2022-07-31 00:00:00+00:00,2022/08/01 00:00:00+00,1.0,1.0,67.82058,,473943.6015625,3100.41413296535
393,ALEX,2022-07-31 00:00:00+00:00,2022/08/03 00:00:00+00,14.0,3.0,150.4035,,1100802.3671875,6500.41462508344
394,MEAMBER,2022-07-31 00:00:00+00:00,2022/08/01 00:00:00+00,1.0,1.0,62.63028,,454616.75,4135.15269373211
